customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,monthly_ratio,revenue_risk
1140,1,0,1,0,12,1,0,2,1,1,1,1,1,1,1,0,0,19.8,202.25,0,0,0.0974169741697417,0.0
723,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.15,20.15,1,0,0.9527186761229316,241.79999999999998
2535,0,0,1,0,58,1,2,0,0,2,0,2,0,0,2,1,1,59.9,3505.1,0,3,0.017084509854254,0.0
4469,1,0,1,1,49,1,0,0,2,2,0,2,0,0,0,0,1,59.6,2970.3,0,3,0.0200585602261636,0.0
4863,0,0,0,0,30,1,0,0,2,2,0,0,0,0,0,1,0,55.3,1530.6,0,2,0.0361060329067641,0.0
4574,1,0,1,1,47,1,2,1,0,2,0,0,2,2,0,1,2,99.35,4749.15,1,2,0.0209151289959264,1192.1999999999998
6108,1,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,2,30.2,30.2,1,0,0.967948717948718,362.4
3724,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,90.25,6369.45,0,3,0.0141669740756147,0.0
6188,0,0,0,1,17,1,0,0,0,0,0,0,2,2,0,1,3,64.7,1093.1,1,1,0.0591353623983182,0.0
2694,0,1,1,0,71,1,2,1,2,2,2,2,0,0,2,1,1,96.35,6766.95,0,3,0.0142362162841037,0.0
3472,1,1,1,0,2,1,0,1,0,0,2,0,2,2,0,1,1,95.5,181.65,0,0,0.5228579249931563,0.0
4834,0,0,1,1,27,1,0,0,2,2,2,2,0,0,1,0,3,66.15,1874.45,0,2,0.0352715348316404,0.0
5184,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.2,20.2,0,0,0.9528301886792452,0.0
2378,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,45.25,45.25,0,0,0.9783783783783784,0.0
4413,0,0,1,1,72,1,2,1,2,2,0,2,2,0,2,0,0,99.9,7251.7,0,3,0.0137741806499648,0.0
4282,1,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.7,316.9,1,0,0.2192513368983957,836.4000000000001
4646,0,0,0,0,46,1,0,1,0,0,2,0,0,0,0,1,1,74.8,3548.3,0,2,0.0210745780858197,0.0
3819,1,0,0,0,34,1,2,1,0,2,2,0,2,2,0,1,2,106.35,3549.25,1,2,0.0299556369269769,1276.1999999999998
5792,0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,0,97.85,1105.4,1,0,0.088439985538684,1174.1999999999998
6252,1,0,1,1,10,1,0,0,0,2,0,0,0,0,1,0,3,49.55,475.7,0,0,0.1039437801552339,0.0
6660,0,0,1,1,70,1,2,0,2,2,0,0,2,0,2,1,1,69.2,4872.35,0,3,0.014199677839679,0.0
6945,0,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,3,20.75,418.25,0,1,0.0494931425163983,0.0
3259,0,0,0,0,63,1,2,0,2,2,2,2,2,0,2,1,1,79.85,4861.45,0,3,0.0164217626916472,0.0
2855,0,0,1,0,13,1,2,0,2,2,0,2,2,0,0,1,2,76.2,981.45,0,1,0.0775611990432083,0.0
2593,0,0,0,0,49,1,2,1,0,0,0,0,0,2,0,1,2,84.5,3906.7,0,3,0.0216239731811551,0.0
4202,1,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,3,49.25,97.0,0,0,0.5025510204081632,0.0
5499,0,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,80.65,144.15,1,0,0.555632104719256,967.8000000000001
5417,1,0,0,0,52,1,2,0,2,0,0,2,2,2,2,1,1,79.75,4217.8,0,3,0.0189034796624632,0.0
2043,0,0,1,1,69,1,2,0,2,0,2,2,0,0,2,1,1,64.15,4254.1,0,3,0.0150760264153603,0.0
5675,0,1,0,0,43,1,2,1,0,2,0,0,2,0,0,1,2,90.25,3838.75,0,2,0.0235041343837489,0.0
6619,0,0,0,0,15,1,0,1,2,2,0,0,2,2,0,1,1,99.1,1426.4,1,1,0.0694269300826677,1189.1999999999998
4648,0,1,1,0,25,1,2,0,2,0,0,2,2,0,0,1,1,69.5,1752.65,0,2,0.0396316254668833,0.0
5295,0,1,1,0,8,1,2,1,0,2,0,0,0,0,0,1,1,80.65,633.3,1,0,0.1271480372063692,967.8000000000001
3256,0,1,1,1,60,1,0,0,2,2,2,2,0,2,1,1,1,74.85,4456.35,0,3,0.0167924888106161,0.0
1128,1,1,0,0,18,1,2,1,0,0,0,0,2,2,0,1,2,95.45,1752.55,1,1,0.0544324370562573,1145.4
6187,0,0,1,1,63,1,2,1,2,0,0,0,2,2,1,1,1,99.65,6311.2,0,3,0.0157868888818478,0.0
3569,1,1,1,1,66,1,2,1,0,2,2,2,2,2,1,1,2,108.45,7076.35,0,3,0.0153235321130084,0.0
2777,0,0,1,1,34,1,2,2,1,1,1,1,1,1,2,0,1,24.95,894.3,0,2,0.0278677538255333,0.0
4208,0,0,0,0,72,1,2,1,0,0,2,2,2,2,2,1,1,107.5,7853.7,0,3,0.013686073306428,0.0
295,0,0,1,0,47,1,2,1,0,0,2,0,2,2,0,1,2,100.5,4707.1,0,2,0.0213461906076761,0.0
832,1,0,0,0,60,1,2,1,0,2,0,0,2,0,0,1,0,89.9,5450.7,0,3,0.0164902690903754,0.0
358,1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,42.1,2962.0,0,3,0.014208572392845,0.0
374,0,0,1,1,18,1,0,0,0,0,2,2,0,0,1,1,1,54.4,957.1,0,1,0.0567790418536687,0.0
4034,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,0,2,94.4,857.25,1,0,0.1099912612875036,1132.8000000000002
3600,0,0,0,0,3,1,0,0,0,2,0,2,2,2,0,1,2,75.3,244.1,0,0,0.3072215422276622,0.0
6079,1,0,1,0,47,1,2,1,0,2,0,0,0,0,1,1,2,78.9,3650.35,0,2,0.0216084461911347,0.0
2376,0,0,0,0,31,1,0,0,0,2,2,2,2,2,2,0,3,79.2,2497.2,0,2,0.031702826034745,0.0
2210,0,0,1,1,50,1,0,2,1,1,1,1,1,1,2,0,0,20.15,930.9,0,3,0.021622491683657,0.0
5252,1,0,0,0,10,1,0,1,2,0,2,0,0,0,0,1,3,79.85,887.35,0,0,0.0898857432318342,0.0
1561,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,49.05,49.05,0,0,0.98001998001998,0.0
501,0,0,1,1,52,1,0,2,1,1,1,1,1,1,1,1,2,20.4,1090.65,0,3,0.0186873082031786,0.0
1271,1,1,1,1,64,1,2,1,2,0,2,2,2,2,2,1,0,111.6,7099.0,0,3,0.0157183098591549,0.0
5686,1,0,1,1,62,1,2,2,1,1,1,1,1,1,2,1,0,24.25,1424.6,0,3,0.0170103815937149,0.0
3985,0,0,0,1,3,1,0,0,2,0,0,2,0,2,0,1,0,64.5,177.4,0,0,0.3615470852017937,0.0
1834,0,1,0,0,56,1,2,1,2,2,2,0,2,2,1,0,2,110.5,6139.5,0,3,0.0179952772575523,0.0
4540,0,0,0,0,46,1,0,0,0,0,0,0,0,2,1,0,1,55.65,2688.85,0,2,0.0206888859973604,0.0
3961,0,0,1,1,8,1,0,0,2,2,0,0,0,0,0,0,3,54.65,482.25,0,0,0.1130884635281945,0.0
108,1,1,0,0,30,1,0,0,2,2,0,0,2,2,0,1,2,74.75,2111.3,0,2,0.0353879657245656,0.0
2725,0,0,1,1,45,1,2,2,1,1,1,1,1,1,1,1,1,25.9,1216.6,0,2,0.0212713534822601,0.0
4181,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,2,79.35,79.35,1,0,0.9875544492843809,952.1999999999999
5755,0,0,1,1,11,0,1,0,2,0,0,0,2,2,0,0,2,50.55,565.35,0,0,0.0892557605720844,0.0
6477,0,0,1,0,7,1,0,1,0,0,2,0,0,0,0,1,0,75.15,496.9,1,0,0.1509339224743924,901.8000000000001
6978,0,0,0,0,42,1,0,1,0,2,2,2,2,2,0,1,0,103.8,4327.5,0,2,0.0239805937391706,0.0
202,0,0,1,0,49,1,0,2,1,1,1,1,1,1,2,1,0,20.15,973.35,0,3,0.0206804536357571,0.0
3092,1,0,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.3,918.75,0,0,0.1079641206849687,0.0
3367,0,0,1,0,35,1,0,0,2,0,0,0,2,0,1,1,0,62.15,2215.45,0,2,0.0280403347695639,0.0
1257,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,0,20.65,1057.0,0,2,0.0195179584120983,0.0
1917,0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,19.95,927.1,0,2,0.0214955284990841,0.0
2099,1,0,1,0,29,0,1,0,0,0,0,0,2,0,0,0,3,33.75,1009.25,0,2,0.0334075723830735,0.0
3336,1,0,1,1,30,1,0,1,0,2,2,0,0,0,0,0,0,82.05,2570.2,0,2,0.0319111698817672,0.0
1662,1,1,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,74.7,74.7,0,0,0.9867899603698812,0.0
5127,1,0,1,1,66,1,2,0,2,0,2,2,2,2,2,1,3,84.0,5714.25,0,3,0.0146975197935348,0.0
4295,0,0,0,0,65,1,2,1,2,2,2,0,2,2,0,1,1,111.05,7107.0,0,3,0.0156232414181204,0.0
6934,1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,100.9,7459.05,0,3,0.0135253785162297,0.0
6088,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,78.95,927.35,1,0,0.0850433564927021,947.4000000000001
6897,1,0,1,1,71,1,2,0,2,2,0,2,0,0,1,1,1,66.85,4748.7,0,3,0.0140745731309345,0.0
173,1,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,21.05,113.85,1,0,0.1832825424466695,252.60000000000002
2244,1,0,0,0,52,1,0,2,1,1,1,1,1,1,2,0,0,21.0,1107.2,0,3,0.0189496480779642,0.0
3199,0,1,1,0,25,1,0,1,0,2,2,0,2,2,0,1,2,98.5,2514.5,1,2,0.0391572252037368,1182.0
4520,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,20.2,0,0,0.9528301886792452,0.0
2569,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,19.45,0,0,0.9511002444987776,0.0
5054,1,0,0,0,38,1,2,1,0,0,2,2,2,0,1,0,0,95.0,3605.6,0,2,0.0263405977929351,0.0
3826,0,1,1,0,66,0,1,0,0,2,2,0,2,0,1,0,0,45.55,3027.25,0,3,0.01504169074548,0.0
2228,1,0,1,0,68,1,2,1,0,2,2,2,2,2,2,1,0,110.0,7611.85,1,3,0.0144492535646965,1320.0
4376,1,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,3,24.3,100.2,0,0,0.2401185770750988,0.0
4772,0,0,1,1,72,1,2,1,2,2,0,0,2,2,1,1,2,104.15,7303.05,0,3,0.0142592123547894,0.0
6852,0,0,0,0,32,0,1,0,2,0,0,0,0,0,1,0,3,30.15,927.65,0,2,0.0324664836052334,0.0
6056,1,0,0,0,43,1,2,1,0,0,0,0,2,2,1,0,3,94.35,3921.3,0,2,0.0240547637865538,0.0
1965,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,1,19.4,1363.25,0,3,0.0142202675462708,0.0
327,1,0,1,0,55,1,2,1,2,2,0,0,2,0,0,1,2,96.75,5238.9,1,3,0.0184640928261989,1161.0
3164,0,0,0,0,52,1,0,0,2,0,2,2,0,0,1,0,1,57.95,3042.25,0,3,0.0190421424463977,0.0
4045,0,0,0,0,43,1,0,1,0,2,2,0,2,0,0,1,2,91.65,3954.1,0,2,0.0231726125761674,0.0
3410,0,1,1,0,37,1,2,1,0,0,0,0,0,0,0,1,2,76.5,2868.15,1,2,0.0266629489570081,918.0
3726,0,0,1,1,64,0,1,0,0,2,0,2,2,2,2,1,2,54.6,3423.5,0,3,0.0159439334209373,0.0
2138,1,0,1,1,3,1,0,1,2,2,0,0,2,0,0,0,2,89.85,248.4,0,0,0.3602646351242983,0.0
6721,0,0,0,0,36,0,1,0,2,0,0,0,0,0,2,0,0,31.05,1126.35,0,2,0.0275424668470306,0.0
3754,0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,2,100.25,1064.65,1,0,0.0940740393187256,1203.0
5950,0,0,0,0,41,1,0,2,1,1,1,1,1,1,2,0,3,20.65,835.15,0,2,0.0246965257429887,0.0
6633,1,0,1,1,27,1,2,1,0,2,0,2,0,0,0,1,1,85.2,2151.6,0,2,0.0395800427390132,0.0
745,0,0,1,1,56,1,2,1,0,0,2,0,2,2,1,1,1,99.8,5515.45,0,3,0.0180913449772951,0.0
2028,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.7,112.75,0,0,0.1819780219780219,0.0
274,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,74.4,229.55,1,0,0.3227065712426805,892.8000000000001
4597,0,0,1,1,7,1,0,0,2,0,0,0,0,0,0,0,3,50.7,350.35,0,0,0.1443005550021346,0.0
5120,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.85,62.9,0,0,0.3262910798122066,0.0
3213,1,0,0,0,33,1,0,1,2,0,0,2,2,0,2,1,2,88.95,3027.65,0,2,0.0293695210737457,0.0
3071,0,1,0,0,27,1,2,1,0,0,2,0,0,0,0,1,2,78.05,2135.5,1,2,0.0365317107418675,0.0
4784,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,23.55,1723.95,0,3,0.0136525696396997,0.0
2754,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.75,19.75,0,0,0.9518072289156626,0.0
1806,1,1,0,0,71,0,1,0,2,2,0,0,2,2,1,1,2,56.45,3985.35,0,3,0.0141608238112559,0.0
1986,0,0,0,0,13,1,2,1,0,0,0,0,0,2,0,1,2,85.95,1215.65,0,1,0.0706448033534705,0.0
4393,0,0,1,1,25,0,1,0,2,2,2,0,2,2,0,1,1,58.6,1502.65,1,2,0.0389718352010108,703.2
6047,1,0,0,0,67,1,0,0,0,0,0,2,0,0,2,0,0,50.55,3260.1,0,3,0.0155009046027414,0.0
2154,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,2,35.45,35.45,1,0,0.9725651577503428,425.40000000000003
1631,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,44.35,81.25,1,0,0.539209726443769,532.2
5528,0,0,0,0,43,1,2,2,1,1,1,1,1,1,2,1,1,25.7,1188.2,0,2,0.0216111671712075,0.0
5559,0,0,0,0,23,1,0,1,2,0,0,0,0,0,0,1,0,75.0,1778.5,0,1,0.0421466704130373,0.0
2650,0,0,1,1,64,1,0,2,1,1,1,1,1,1,2,0,3,20.2,1277.75,0,3,0.0157966764418377,0.0
4400,1,0,0,1,57,1,0,2,1,1,1,1,1,1,2,1,3,19.6,1170.55,0,3,0.0167299731125432,0.0
262,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.45,70.45,1,0,0.986004198740378,845.4000000000001
2192,0,1,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,88.05,6425.65,0,3,0.0137007616720997,0.0
2856,0,0,0,0,8,1,2,0,2,0,0,2,0,2,0,0,2,71.15,563.65,1,0,0.1260072611352165,853.8000000000001
751,0,0,1,0,61,1,2,1,0,2,0,0,2,2,2,1,0,101.05,5971.25,0,3,0.0169199213026916,0.0
1804,1,0,0,0,64,1,2,1,2,2,0,0,0,0,1,1,1,84.3,5289.05,0,3,0.0159355771684577,0.0
775,1,1,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1756.2,0,3,0.0136296380605508,0.0
4048,0,0,1,1,65,1,2,1,2,2,0,2,2,0,2,1,1,99.05,6416.7,0,3,0.0154338781806566,0.0
4838,1,0,0,0,3,1,0,2,1,1,1,1,1,1,1,0,3,19.6,61.35,0,0,0.3143544506816359,0.0
1445,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.65,45.65,1,0,0.9785637727759914,547.8
4561,1,0,0,1,30,1,0,0,0,2,2,0,2,0,1,0,1,64.5,1929.95,0,2,0.0334032471063466,0.0
2414,1,0,1,1,15,1,0,0,0,2,2,2,0,2,0,1,3,69.5,1071.4,0,1,0.0648079074972025,0.0
2656,0,0,1,1,8,1,0,0,0,0,0,2,2,2,0,1,2,68.55,564.35,0,0,0.1212523215707084,0.0
2718,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,3,95.0,655.5,1,0,0.1447067783701447,1140.0
1139,0,0,1,1,70,1,2,1,2,2,2,0,2,2,1,1,1,108.15,7930.55,0,3,0.0136354180456531,0.0
6397,1,0,1,1,62,1,0,0,2,2,2,2,2,2,2,0,2,86.1,5215.25,0,3,0.0165061107117181,0.0
2140,0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.7,113.5,0,0,0.1720524017467249,0.0
4633,0,0,1,1,14,1,0,1,0,0,0,0,0,2,0,1,0,80.9,1152.8,0,1,0.0701161379788525,0.0
6461,0,0,0,0,22,1,2,1,0,0,0,0,2,0,0,1,0,84.15,1821.95,0,1,0.0461614416193532,0.0
1891,1,0,1,1,22,1,0,2,1,1,1,1,1,1,1,0,3,20.15,419.9,0,1,0.0478736041815157,0.0
4512,1,0,1,1,16,1,0,0,2,0,2,0,2,0,2,0,3,64.25,1024.0,0,1,0.0626829268292682,0.0
5339,1,0,0,0,10,1,2,2,1,1,1,1,1,1,2,0,0,25.7,251.6,0,0,0.1017418844022169,0.0
6342,0,0,0,1,13,1,0,0,2,2,0,0,0,0,0,1,2,56.0,764.55,0,1,0.0731500228593821,0.0
589,0,0,1,0,20,1,2,1,2,0,0,0,0,0,0,0,2,82.4,1592.35,1,1,0.0517149402202905,0.0
3115,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.7,135.2,0,0,0.511747430249633,0.0
3241,1,0,0,0,53,1,2,0,0,2,2,2,0,2,2,1,0,73.9,3958.25,0,3,0.0186651512281366,0.0
2012,0,0,1,1,11,1,0,2,1,1,1,1,1,1,1,0,3,20.6,233.9,0,0,0.0876968922945934,0.0
4488,1,0,1,0,69,1,0,2,1,1,1,1,1,1,2,0,3,19.9,1363.45,0,3,0.0145846311700685,0.0
2353,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,70.9,273.0,1,0,0.2587591240875913,850.8000000000001
4249,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,89.05,6254.45,0,3,0.0142355865685122,0.0
2400,1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,2,45.3,2651.2,1,3,0.0170801598672799,0.0
794,0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,20.4,321.4,0,1,0.0632754342431761,0.0
5426,1,0,1,0,43,1,0,1,2,0,2,2,0,0,1,1,0,84.25,3539.25,0,2,0.0237977543958759,0.0
1268,0,0,1,0,2,1,2,1,0,0,2,2,2,2,0,1,2,104.4,242.8,1,0,0.4282198523379819,1252.8000000000002
4770,1,0,1,0,14,1,0,0,0,2,2,2,2,2,2,0,3,81.95,1181.75,0,1,0.069287677023885,0.0
475,0,0,1,0,53,1,0,1,0,0,2,0,2,2,1,1,0,94.85,5000.2,1,3,0.0189654482924098,0.0
4180,0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,20.55,654.55,0,2,0.0313477232857905,0.0
1184,0,0,1,0,34,1,2,2,1,1,1,1,1,1,0,0,2,24.7,780.2,0,2,0.0316180235535074,0.0
1816,0,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,3,74.45,1145.7,1,1,0.0649254382140054,893.4000000000001
1397,0,1,0,0,7,1,0,1,2,0,0,0,0,0,0,0,0,76.45,503.6,1,0,0.1515061434799841,917.4000000000001
4201,0,0,1,1,15,1,2,1,0,2,2,0,2,2,0,1,0,105.35,1559.25,0,1,0.0675212305720237,0.0
2591,1,0,1,0,61,1,0,2,1,1,1,1,1,1,1,1,1,20.55,1252.0,0,3,0.0164006384676775,0.0
4466,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,29.95,29.95,1,0,0.9676898222940226,359.4
4653,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.3,45.3,0,0,0.978401727861771,0.0
6581,1,0,0,0,8,1,2,1,0,0,0,0,0,2,0,0,0,84.5,662.65,1,0,0.1273261508325171,1014.0
3917,1,0,1,1,33,1,0,0,2,0,2,0,2,2,1,0,1,74.75,2453.3,0,2,0.0304567493786415,0.0
1287,0,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,79.25,1111.65,1,1,0.0712263515031681,951.0
692,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,24.8,1,0,0.9612403100775194,297.6
3396,1,0,0,0,20,1,0,0,0,2,0,0,0,0,0,1,3,51.8,1023.85,0,1,0.050543982046153,0.0
5791,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,2,30.4,82.15,0,0,0.3656043295249548,0.0
653,0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,2,19.65,244.8,0,1,0.0799430431244914,0.0
5680,0,0,1,0,40,1,2,0,0,2,0,0,0,0,0,0,1,56.6,2379.1,0,2,0.0237805134238057,0.0
5037,1,0,1,1,43,1,2,0,2,0,0,2,0,2,1,1,1,71.9,3173.35,0,2,0.0226503063619323,0.0
1694,1,0,1,0,6,1,0,1,0,2,2,0,0,2,0,1,2,91.0,531.0,1,0,0.1710526315789473,1092.0
2072,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.75,1375.4,0,3,0.0143490264458006,0.0
6805,0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.7,8129.3,0,3,0.0134927370453734,0.0
1453,1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.3,1192.7,0,3,0.0161682164697997,0.0
1778,0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,2,96.55,1901.65,0,1,0.0507450135337555,0.0
6472,1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,1,0,24.1,587.4,0,1,0.0409585316111488,0.0
4363,1,0,0,0,59,1,2,1,0,2,2,2,2,2,0,1,2,111.35,6519.75,0,3,0.0170762565655791,0.0
5152,1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,112.25,8041.65,0,3,0.0139568425829794,0.0
2543,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.75,20.75,0,0,0.9540229885057472,0.0
6550,0,0,1,0,27,1,0,1,2,0,0,2,2,2,1,1,1,101.9,2681.15,0,2,0.0379919094756072,0.0
6021,0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,1,80.05,1112.3,0,1,0.0719033503997125,0.0
2341,1,0,1,1,71,1,2,1,2,0,2,0,2,2,2,0,2,105.55,7405.5,0,3,0.014250995746979,0.0
4984,1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,1,78.3,1033.95,0,1,0.0756558287839992,0.0
6450,1,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,1,68.85,2958.95,0,2,0.0232605280494602,0.0
5445,0,0,0,0,33,1,0,1,0,2,0,2,0,0,1,1,0,79.95,2684.85,0,2,0.0297671128320643,0.0
4492,1,0,1,1,72,0,1,0,2,2,2,2,0,2,2,1,1,55.45,4179.2,0,3,0.0132649155542797,0.0
884,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.9,79.9,1,0,0.9876390605686032,958.8000000000001
5547,0,0,0,0,19,1,0,1,2,0,2,2,2,2,0,1,2,106.6,1934.45,1,1,0.0550776305252008,1279.1999999999998
929,1,0,1,0,64,1,0,1,0,2,2,2,2,2,1,1,1,102.45,6654.1,0,3,0.0153942089525326,0.0
5556,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,46.0,84.5,1,0,0.5380116959064327,552.0
2937,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,25.25,0,0,0.961904761904762,0.0
5084,1,0,0,1,61,1,0,2,1,1,1,1,1,1,2,0,3,19.75,1124.2,0,3,0.0175524351226448,0.0
3294,0,0,1,1,29,1,0,2,1,1,1,1,1,1,1,0,2,20.0,540.05,0,2,0.0369651603363829,0.0
1716,1,1,1,0,23,1,2,1,0,0,0,0,0,2,0,0,2,86.8,1975.85,0,1,0.0439082378531502,0.0
479,0,0,1,0,57,0,1,0,2,2,2,0,2,2,0,1,0,58.75,3437.45,0,3,0.0170861870901132,0.0
6530,1,0,1,1,72,0,1,0,2,2,2,2,0,0,2,0,1,45.25,3139.8,0,3,0.0144071574121242,0.0
